Session: A
Start: 14.09.2025 15:01:34
End: 14.09.2025 15:36:05
Duration: 34 minutes
Data Points: 188

Timestamp,Date,Time,Temperature,Humidity,Gas1,Gas2,Battery
1757854894376,2025-09-14,15:01:34,20.03853,85.86557,1250.0,51.0,84.25678
1757854905267,2025-09-14,15:01:45,20.30289,85.53445,1219.0,80.0,85.03961
1757854917146,2025-09-14,15:01:57,20.53254,85.214,1229.0,48.0,83.99582
1757854927538,2025-09-14,15:02:07,20.75685,84.90273,1254.0,74.0,84.77865
1757854938928,2025-09-14,15:02:18,20.91707,84.6189,1196.0,64.0,85.03961
1757854949817,2025-09-14,15:02:29,21.10399,84.3885,1169.0,62.0,85.30051
1757854960706,2025-09-14,15:02:40,21.2562,84.10925,1175.0,22.0,85.03961
1757854972089,2025-09-14,15:02:52,21.40574,83.86969,1110.0,62.0,85.03961
1757854982982,2025-09-14,15:03:02,21.51789,83.64385,1144.0,50.0,85.56148
1757854993871,2025-09-14,15:03:13,21.63004,83.37988,1129.0,64.0,85.03961
1757855005256,2025-09-14,15:03:25,21.73152,83.13573,1121.0,50.0,85.30051
1757855016146,2025-09-14,15:03:36,21.82498,82.94957,1111.0,53.0,85.03961
1757855027530,2025-09-14,15:03:47,21.91043,82.70847,1073.0,52.0,85.03961
1757855038421,2025-09-14,15:03:58,22.00656,82.51621,1095.0,47.0,85.03961
1757855049311,2025-09-14,15:04:09,22.07599,82.26597,1085.0,48.0,84.77865
1757855060696,2025-09-14,15:04:20,22.14542,82.121,1098.0,16.0,90.25853
1757855071588,2025-09-14,15:04:31,22.22286,81.91348,1074.0,48.0,84.77865
1757855082476,2025-09-14,15:04:42,22.26024,81.71053,1063.0,50.0,85.03961
1757855093859,2025-09-14,15:04:53,22.34035,81.51522,1097.0,48.0,84.51768
1757855104753,2025-09-14,15:05:04,22.37774,81.33517,1091.0,48.0,85.03961
1757855116138,2025-09-14,15:05:16,22.43114,81.19173,1060.0,46.0,85.30051
1757855127025,2025-09-14,15:05:27,22.49256,81.01778,1088.0,45.0,84.77865
1757855137921,2025-09-14,15:05:37,22.52995,80.83009,1070.0,48.0,85.03961
1757855149303,2025-09-14,15:05:49,22.57801,80.66224,1045.0,46.0,84.77865
1757855160190,2025-09-14,15:06:00,22.62608,80.51423,1056.0,38.0,85.30051
1757855171079,2025-09-14,15:06:11,22.6688,80.34943,1052.0,46.0,89.21474
1757855182467,2025-09-14,15:06:22,22.66613,80.2121,1053.0,44.0,85.03961
1757855193357,2025-09-14,15:06:33,22.72488,80.0351,1059.0,0.0,88.4319
1757855204742,2025-09-14,15:06:44,22.7676,79.90234,1057.0,39.0,84.77865
1757855215633,2025-09-14,15:06:55,22.77295,79.74517,1041.0,49.0,85.03961
1757855226521,2025-09-14,15:07:06,22.82101,79.617,1021.0,39.0,85.03961
1757855237904,2025-09-14,15:07:17,22.86107,79.44915,1034.0,41.0,85.30051
1757855248797,2025-09-14,15:07:28,22.88243,79.33013,1029.0,32.0,85.03961
1757855259689,2025-09-14,15:07:39,22.91447,79.19432,1022.0,43.0,84.77865
1757855271073,2025-09-14,15:07:51,22.93583,79.05699,1032.0,39.0,84.51768
1757855281958,2025-09-14,15:08:01,22.94118,78.8983,1056.0,37.0,85.03961
1757855293347,2025-09-14,15:08:13,23.00259,78.77776,1013.0,33.0,85.30051
1757855304736,2025-09-14,15:08:24,23.00793,78.67857,1031.0,48.0,84.77865
1757855315126,2025-09-14,15:08:35,23.0293,78.50156,1054.0,34.0,85.30051
1757855326513,2025-09-14,15:08:46,23.06134,78.41764,1031.0,29.0,82.95202
1757855337407,2025-09-14,15:08:57,23.08805,78.2971,1016.0,39.0,85.30051
1757855348293,2025-09-14,15:09:08,23.11208,78.17807,1012.0,39.0,84.77865
1757855359678,2025-09-14,15:09:19,23.13344,78.06058,1051.0,34.0,85.30051
1757855370568,2025-09-14,15:09:30,23.13344,77.91562,1029.0,35.0,84.77865
1757855381952,2025-09-14,15:09:41,23.16014,77.79507,1043.0,19.0,84.25678
1757855392843,2025-09-14,15:09:52,23.16548,77.74471,1025.0,38.0,84.77865
1757855403733,2025-09-14,15:10:03,23.2002,77.61196,1004.0,39.0,85.03961
1757855415610,2025-09-14,15:10:15,23.22156,77.50362,996.0,39.0,84.77865
1757855426008,2025-09-14,15:10:26,23.23758,77.43801,1028.0,38.0,85.03961
1757855436898,2025-09-14,15:10:36,23.24826,77.31747,1009.0,38.0,85.03961
1757855448281,2025-09-14,15:10:48,23.26963,77.21065,1049.0,13.0,90.51942
1757855459174,2025-09-14,15:10:59,23.299,77.07179,1041.0,39.0,85.03961
1757855470061,2025-09-14,15:11:10,23.30434,76.98329,1069.0,33.0,84.77865
1757855481945,2025-09-14,15:11:21,23.32036,76.89784,1056.0,41.0,85.03961
1757855492835,2025-09-14,15:11:32,23.35241,76.81392,1007.0,34.0,85.30051
1757855503724,2025-09-14,15:11:43,23.37911,76.69642,1046.0,21.0,91.04136
1757855514614,2025-09-14,15:11:54,23.38712,76.63386,1016.0,41.0,85.56148
1757855525502,2025-09-14,15:12:05,23.38712,76.50111,1017.0,32.0,84.77865
1757855536887,2025-09-14,15:12:16,23.3978,76.44923,1029.0,37.0,85.03961
1757855547778,2025-09-14,15:12:27,23.41382,76.34547,1022.0,34.0,85.30051
1757855558674,2025-09-14,15:12:38,23.45655,76.28596,1008.0,12.0,84.25678
1757855570056,2025-09-14,15:12:50,23.4699,76.19287,1037.0,33.0,84.77865
1757855580943,2025-09-14,15:13:00,23.48592,76.06165,1014.0,25.0,85.30051
1757855592329,2025-09-14,15:13:12,23.48592,76.00519,1046.0,29.0,85.03961
1757855603216,2025-09-14,15:13:23,23.50195,75.9411,1012.0,32.0,85.30051
1757855614110,2025-09-14,15:13:34,23.51263,75.82208,1048.0,28.0,85.03961
1757855625494,2025-09-14,15:13:45,23.53132,75.80225,1070.0,27.0,85.30051
1757855636389,2025-09-14,15:13:56,23.5687,75.70763,1009.0,31.0,84.77865
1757855647270,2025-09-14,15:14:07,23.57939,75.60845,1030.0,32.0,85.03961
1757855658659,2025-09-14,15:14:18,23.57939,75.55199,1041.0,32.0,84.77865
1757855669545,2025-09-14,15:14:29,23.57405,75.48028,1030.0,26.0,85.03961
1757855681427,2025-09-14,15:14:41,23.60342,75.37957,1036.0,33.0,85.56148
1757855691819,2025-09-14,15:14:51,23.64614,75.32006,1016.0,36.0,84.77865
1757855702715,2025-09-14,15:15:02,23.64614,75.26513,1026.0,32.0,85.30051
1757855714098,2025-09-14,15:15:14,23.6408,75.19188,1009.0,30.0,85.03961
1757855724989,2025-09-14,15:15:24,23.65682,75.1461,1013.0,31.0,84.77865
1757855735878,2025-09-14,15:15:35,23.70222,75.04845,1028.0,2.0,83.99582
1757855747264,2025-09-14,15:15:47,23.70222,75.00267,1060.0,26.0,84.77865
1757855758155,2025-09-14,15:15:58,23.73426,74.95689,1029.0,29.0,84.77865
1757855769536,2025-09-14,15:16:09,23.75029,74.86534,1005.0,30.0,84.77865
1757855780430,2025-09-14,15:16:20,23.74495,74.82109,1023.0,33.0,85.03961
1757855791319,2025-09-14,15:16:31,23.77432,74.78752,1035.0,25.0,85.03961
1757855802703,2025-09-14,15:16:42,23.77966,74.65476,1038.0,27.0,85.03961
1757855813595,2025-09-14,15:16:53,23.785,74.62424,1015.0,7.0,83.99582
1757855824484,2025-09-14,15:17:04,23.8117,74.58152,1040.0,32.0,84.77865
1757855835869,2025-09-14,15:17:15,23.8117,74.51743,1041.0,19.0,85.30051
1757855846760,2025-09-14,15:17:26,23.82506,74.43656,1064.0,32.0,85.30051
1757855858144,2025-09-14,15:17:38,23.84642,74.39689,1041.0,29.0,85.03961
1757855869035,2025-09-14,15:17:49,23.8571,74.29923,1043.0,21.0,85.30051
1757855879924,2025-09-14,15:17:59,23.87312,74.27177,1022.0,13.0,84.51768
1757855891305,2025-09-14,15:18:11,23.89448,74.22446,1011.0,22.0,85.30051
1757855902199,2025-09-14,15:18:22,23.91852,74.15579,1001.0,17.0,84.51768
1757855913095,2025-09-14,15:18:33,23.93988,74.10849,1048.0,20.0,84.77865
1757855924476,2025-09-14,15:18:44,23.9292,74.03067,1031.0,13.0,88.17094
1757855935366,2025-09-14,15:18:55,23.94522,73.99557,1007.0,16.0,84.51768
1757855946750,2025-09-14,15:19:06,23.96658,73.97421,1049.0,18.0,85.30051
1757855957640,2025-09-14,15:19:17,23.96391,73.86588,1030.0,23.0,84.77865
1757855968531,2025-09-14,15:19:28,23.98528,73.83536,1016.0,26.0,85.03961
1757855979917,2025-09-14,15:19:39,24.01732,73.7728,1028.0,22.0,85.30051
1757855990805,2025-09-14,15:19:50,24.04402,73.70412,1016.0,18.0,85.03961
1757856001696,2025-09-14,15:20:01,24.00664,73.65987,1024.0,19.0,85.30051
1757856013080,2025-09-14,15:20:13,24.05203,73.65377,1019.0,18.0,85.30051
1757856023971,2025-09-14,15:20:23,24.05737,73.57748,1031.0,17.0,85.30051
1757856035354,2025-09-14,15:20:35,24.07874,73.53017,1025.0,12.0,85.30051
1757856046246,2025-09-14,15:20:46,24.09476,73.4493,1012.0,21.0,85.03961
1757856057136,2025-09-14,15:20:57,24.08408,73.4081,1031.0,25.0,85.03961
1757856068520,2025-09-14,15:21:08,24.08675,73.34402,1054.0,21.0,85.30051
1757856079409,2025-09-14,15:21:19,24.12947,73.31197,1030.0,18.0,84.77865
1757856090300,2025-09-14,15:21:30,24.12947,73.22957,1016.0,29.0,84.51768
1757856101685,2025-09-14,15:21:41,24.16152,73.23109,992.0,25.0,85.30051
1757856112576,2025-09-14,15:21:52,24.16152,73.17616,1023.0,16.0,85.56148
1757856123960,2025-09-14,15:22:03,24.16419,73.11971,1021.0,13.0,83.73486
1757856134847,2025-09-14,15:22:14,24.19089,73.0602,1019.0,28.0,85.03961
1757856145738,2025-09-14,15:22:25,24.19623,73.02205,1043.0,20.0,84.77865
1757856157126,2025-09-14,15:22:37,24.20157,72.97322,1007.0,18.0,84.77865
1757856168013,2025-09-14,15:22:48,24.20691,72.87099,1019.0,21.0,85.03961
1757856178907,2025-09-14,15:22:58,24.22026,72.83589,1025.0,5.0,83.99582
1757856190291,2025-09-14,15:23:10,24.24697,72.82216,1039.0,18.0,85.30051
1757856201181,2025-09-14,15:23:21,24.25765,72.73518,1044.0,16.0,84.77865
1757856212072,2025-09-14,15:23:32,24.25231,72.75655,1009.0,19.0,84.77865
1757856223457,2025-09-14,15:23:43,24.26299,72.71381,1007.0,17.0,85.30051
1757856234347,2025-09-14,15:23:54,24.29236,72.65278,1031.0,16.0,84.77865
1757856245732,2025-09-14,15:24:05,24.28702,72.59327,1029.0,16.0,85.30051
1757856256619,2025-09-14,15:24:16,24.30838,72.57343,1010.0,16.0,85.03961
1757856267511,2025-09-14,15:24:27,24.31907,72.5124,1033.0,20.0,84.77865
1757856278897,2025-09-14,15:24:38,24.31907,72.42237,1025.0,16.0,85.03961
1757856289785,2025-09-14,15:24:49,24.33242,72.39796,1038.0,16.0,84.77865
1757856300676,2025-09-14,15:25:00,24.3431,72.3827,1039.0,13.0,85.30051
1757856312061,2025-09-14,15:25:12,24.3431,72.32014,1003.0,17.0,85.30051
1757856322951,2025-09-14,15:25:22,24.38048,72.30946,1029.0,7.0,89.99757
1757856334830,2025-09-14,15:25:34,24.36446,72.26368,1037.0,16.0,85.03961
1757856345227,2025-09-14,15:25:45,24.38849,72.25147,1017.0,16.0,85.30051
1757856356114,2025-09-14,15:25:56,24.39384,72.16754,1045.0,15.0,84.77865
1757856367501,2025-09-14,15:26:07,24.40452,72.10803,1016.0,7.0,85.03961
1757856378392,2025-09-14,15:26:18,24.4419,72.07904,1038.0,18.0,84.77865
1757856389281,2025-09-14,15:26:29,24.42054,72.06378,1008.0,13.0,84.77865
1757856401163,2025-09-14,15:26:41,24.44457,72.01495,1011.0,7.0,85.56148
1757856411558,2025-09-14,15:26:51,24.47128,71.99969,1000.0,16.0,85.03961
1757856423439,2025-09-14,15:27:03,24.46593,71.90509,1030.0,16.0,85.03961
1757856433832,2025-09-14,15:27:13,24.50332,71.90204,1033.0,15.0,85.03961
1757856444723,2025-09-14,15:27:24,24.50332,71.83032,1004.0,13.0,84.77865
1757856456107,2025-09-14,15:27:36,24.50599,71.7937,1007.0,16.0,85.03961
1757856466997,2025-09-14,15:27:46,24.51133,71.76471,1007.0,13.0,84.77865
1757856477888,2025-09-14,15:27:57,24.53269,71.69909,1011.0,12.0,85.03961
